n,error_max,cond,time_s,memory_kb
10,2.220446e-16,,9.502090e-04,6.718750e+00
50,2.220446e-16,,1.873050e-02,3.975781e+01
100,3.330669e-16,,7.280287e-02,1.573359e+02
200,3.330669e-16,,2.876968e-01,6.268672e+02
300,3.330669e-16,,6.405759e-01,1.408898e+03
400,3.330669e-16,,1.225038e+00,2.503430e+03
500,4.440892e-16,,1.836133e+00,3.910461e+03
